id,content,vertical
616,在矩形ABCD中，点F在CB的延长线上，AF等于AC，求证比四边形AFBD是平行四边形．,0
1369,在ABCD中，E为边AB的中点，BD是对角线，AF平行DB交CB的延长线于F．若DE等于BE，则四边形AFBD是什么特殊四边形？并证明你的结论．,0
878,已知矩形ABCD中，FA、HB、FD、HC分别平分角BAD、角ABC、角ADC、角BCD．求证比四边形EFGH是正方形．,0
1414,（2016秋和平区校级月考）平面直角坐标系中，四边形OABC为矩形，其中点A，C分别在x轴和y轴上，点B的坐标为（3，4），点M，N分别是OA，BC边上的动点，且OM等于BN，过点N作NP垂直BC于点P，连接MP，设OM等于m（0＜m＜3）（1）求点P的坐标（用含m的代数式表示）；（2）若三角形MPA是等腰三角形，求m的值．,0
980,正方形ABCD，点E在CD上，点F在BE上，连接AF、CF，角BFC等于1除2角ABF相加45角（1）求证比角FAB等于角BFA；（2）过F作AF垂直FG交BC于G，EF等于2，BG等于9，求BF的长．,0
601,EF为三角形ABC的中位线，AD为BC边上的中线．请从点A，B，C，D，E，F中选出四个点，使以这四个点为顶点的四边形为平行四边形（要求至少找出三个平行四边形）．,0
359,在三角形ABC中，已知角A，角B，角C的度数之比1比2比3，最小边BC的长为4，最长边AB是多少？,0
1142,在三角形ABC中，CD垂直AB于D，DE垂直AC于E，DF垂直BC于F，求证比三角形CEF相似三角形CBA．,0
593,已知，点C、E、B、F在同一条直线上，AC平行DF，AC等于DF，BC等于EF．求证比四边形AEDB是平行四边形．,0
861,在图1和图2中，AB平行CD，你能说明角A，角E，角C之间的数量关系吗？,0
820,如图1，直线AB平行CD，P是截线MN上的一点．（1）若角MNB等于45角，角MDP等于20角，求角MPD；（2）如图1，当点P在线段MN上运动时，角CDP与角ABP的平分线交于Q，问角Q除角DPB是否为定值，若是定值，请求出；若不是，说明其范围；（3）如图2，若T是直线MN上且位于M点的上方的一点，如图所示，当点P在射线MT上运动时，角CDP与角ABP的平分线交于Q，问角Q除角DPB的值是否和（2）问中的情况一样呢，请将图形补充完整并说明理由．,0
755,已知EF垂直AC于点F，DB垂直AC于点M，角1等于角2，角3等于角C（1）求证比DM平行EF；（2）若角ANM等于70角，求角BAN的度数；（3）解决本题用了本章的那些知识点？写出两条两条直线都和第三条直线平行，那么这两条直线平行、在同一平面内，如果两条直线同时垂直于同一条直线，那么这两条直线平行．,0
697,直线a，b被直线c所截，若角1相加角2等于180角，判断直线a与b是否平行，并说明理由．,0
552,矩形OABC中，OA等于4，OC等于8，点D是线段OB的中点，点P从点A出发，以每秒1个单位的速度沿射线AO作匀速运动，点Q从点O出发，以每秒2个单位的速度沿x轴正半轴作匀速运动，P，Q同时出发，设运动的时间为t．（1）求点B，点D的坐标；（2）函数y等于k除x经过点D，R为y等于k除x上一点，在P，Q的整个运动过程中，若以点P，Q，B，R为顶点的四边形是平行四边形，求R点的坐标．,0
1383,（2019秋长葛市校级月考）矩形ABCD，AB等于6，BC等于4，过对角线BD中点O的直线分别交AB、CD边于点E，F．（1）求证比四边形DEBF是平行四边形；（2）当四边形DEBF是菱形时，求菱形的长．,0
336,在三角形ABC中，AB等于AC，BD是AC上的高，且AD等于1除2AC，求角C的度数．,0
199,三角形ADC全等三角形AFB，角DAB等于20角，DA平行BF，DC，BF交于点E．（1）求角FAC的度数；（2）AF与DC平行吗？为什么？,0
1248,已知三角形ABC相似三角形A′B′C′，且三角形ABC的三边长比为3比5比7，而三角形A′B′C′的最大边长为15厘米，求三角形A′B′C′的周长．,0
168,三角形ABC全等三角形A′B′C′，AD、A′D′分别是三角形ABC和三角形A′B′C′的中线．（1）求证比AD等于A′D′；（2）用文字语言叙述上述问题的结论．,0
185,如图所示，三角形ADB全等三角形EDB，三角形BDE全等三角形CDE，点B，E，C三点在同一直线上，（1）试说明比BD平分角ABE；（2）试说明比DE垂直BC；（3）求角C的度数．,0
1070,在直角三角形ABC中，角C等于90角，AD是角平分线，且角CED等于角CDE，求证比CF垂直AB．,0
172,已知三角形ABD全等三角形ACE，点B和点C是对应顶点，AD等于7厘米，AC等于5厘米，角ABD等于38角，角E等于26角，求BE的长和角COD的度数．,0
953,（2018春宿豫区期末）在正方形ABCD中，点E是BC边上的一动点，点F是CD上一点，且CE等于DF，AF、DE相交于点G．（1）求证比三角形ADF全等三角形DCE；（2）若BG等于BC，求DG除AG的值．,0
609,在四边形ABCD中，AB等于AD，BD平分角ADC，E是CD的延长线上一点，且角AEC等于1除2角ADC，求证比四边形ABDE是平行四边形．,0
1018,正方形ABCD中，点P是对角线BD的中点，过P点的直线分别交边AD，BC于M，N，EP垂直MN交边AB于点E．（1）求证比AE等于DM；（2）三角形EMN是等腰直角三角形吗？请证明你的结论．,0
1339,如图．在四边形ABCD中，AB平行CD，角B等于角D，AE平分角BAD交BC于E．若AB等于2，AE等于22，试判断四边形ABCD的形状，并说明理由．,0
360,在三角形ABC中，角C等于60角，且高BE经过高AD的中点F．求证比BF等于4EF．,0
716,若角1等于角2等于55角，直线a、b平行吗？为什么？,0
841,AB平行CD，角B等于42角，角D等于17角，求角E相加角F的度数．,0
1437,矩形ABCD的对角线相交于点O，DE平行AC，CE平行BD．（1）求证比四边形OCED是菱形．（2）如果三角形DEC为等边三角形，求矩形长和宽的比是多少．,0
1439,如图所示，已知在矩形ABCD中，对角线AC，BD相交于点O，AE垂直BD，垂足为E，角DAE比角BAE等于3比1，求角EAC的度数．,0
1310,已知A（0，1）、B（4．负1）、C（7，5）、D（3，7）四点的坐标，求证比四边形ABCD是矩形．,0
100,在三角形ABC和三角形A′B′C′中，角A等于角A′等于30角，角B等于角B′等于60角，角C等于角C′等于90角，这两个三角形全等吗？,0
1495,角C等于36角，角B等于72角，角BAD等于36角．（1）求角1和角2的度数；（2）找出图中的等腰三角形，并加以证明．,0
989,已知比点P是正方形ABCD的对角线AC上一点，过点P作EF垂直DP，交AB于点E，交CD于点G，交BC的延长线于点F．（1）求证比DP等于PF；（2）若正方形ABCD的边长为3，且CP等于2，求线段AE的长度．,0
1125,点A、B、D、C都在圆上BD等于DC，AD与BC相交于点E．（1）图中一共有3对相似三角形；（2）若AB等于6，AC等于4，AE等于3，试求AD、CD的长．,0
1149,在三角形ABC中，BD垂直AC于D，CE垂直AB于E，求证比三角形ADE相似三角形ABC．,0
229,如图所示，已知三角形ABD全等三角形ACE，试说明BE等于CD，角DCO等于角EBO的理由．,0
151,三角形ADF全等三角形BCE，角B等于30角，BC等于5厘米，DF等于4厘米，角F等于40角，求比（1）角BDF的度数；（2）请估计三角形ADF的周长l的取值范围．,0
1027,在正方形ABCD中，对角线AC，DB相交于点O．点E是OB上一点，DF垂直CE于点F．交OC于点G．求证比DE等于AG．,0
646,（2019广安）点E是ABCD的CD边的中点，AE、BC的延长线交于点F，CF等于3，CE等于2，求ABCD的周长．,0
187,三角形ABC全等三角形DEF，AC与DF是对应边，角A与角D是对应角．（1）如果角A等于60角，角B等于35角，求DFE的度数．（2）AB平行DE成立吗，请说明理由．,0
843,完成下面的证明．已知比BC平行DE，BE、DF分别是角ABC、角ADE的平分线．求证比角1等于角2．,0
946,（2018春宁远县期中）已知比在正方形ABCD中，E是CD边上的一点，F为BC延长线上一点，且CE等于CF．（1）求证比三角形BEC全等三角形DFC；（2）如果BC相加DF等于9，CF等于3，求正方形ABCD的面积．,0
749,已知AB平行CD，AD平行BC，AC恰好是角BAD的平分线，AE平分角BAC交BC于E，AF平分角CAD交CD于F，连EF，CG平分角DCH，若角EAC和角AEF互余，求证比EF平行CG．,0
547,在平面直角坐标系中，A（2，0），B（负2，0），C（0，负3），求点D坐标，使A、B、C、D四点组成平行四边形，并求出对应面积．,0
429,（2018秋海珠区期末）已知直线AB以及点C、点D、点E．（1）画直线CD交直线AB于点O，画射线OE；（2）在（1）所画的图中，若角AOE等于40角，角EOD比角AOC等于3比4，求角AOC的度数．,0
175,如图所示，三角形ABC全等三角形ADE，角D和角B是对应角，角CAD等于15角，角B等于35角，角EAB等于106角，求角DFB和角DGB的度数．,0
472,直线AB、CD相交于点O，角DOE等于90角．（1）在角1、角2、角3、角4中，哪些角为对顶角？哪些角互为余角？哪些角互为补角？（2）设角1等于50角，求角2、角3、角4的度数．,0
500,有一圆台形工件，要测量锥角的大小（即角COD），工人师傅采用图中的办法，测量出角AOB的大小，就是角COD的大小，为什么，请说明理由．,0
458,点O是直线AB上的一点，OC是角AOD的平分线，已知角BOD的余角等于角AOC的1除3，求角BOD的邻补角的度数．,0
1197,两个相似三角形对应角平分线比为2比3，周长差是25，求较大三角形周长．,0
1459,（1）矩形ABCD内有一点P，若PA乘方2相加PC乘方2等于10，求PB乘方2相加PD乘方2的值；（2）由（1）你能得出什么猜想？请说说猜想的依据．,0
1305,如图所示，在等腰三角形ABC中．底边BC上有任意一点P，则点P到两腰的距离之和等于定长（腰上的高），即PD相加PE等于CF，若点P在BC的延长线上，那么PD，PE和CF存在什么等式关系？写出你的猜想并加以证明．（提示比有三个角等于90角的四边形是长方形．）,0
686,（2010春昌宁县校级期末）已知角B等于142角，角BFE等于38角，角EFD等于40角，角D等于140角，求证比AB平行CD．,0
212,三角形ADC全等三角形AFB，角DAB等于20角，DA平行BF，DC、BF交于E，角FEC等于110角．（1）求角FAC的度数；（2）AF平行于DC吗？说明理由；（3）求角BAC的度数．,0
580,四边形ABCD对角线交于点O，且O为AC中点，AE等于CF，DF平行BE，求证比四边形ABCD是平行四边形．,0
1272,如图所示，在三角形ABC中，点D是AB上一点，连接CE，三角形ABC相似三角形ACD且AD等于4，BD等于5．求三角形ACD与三角形ABC的相似比．,0
659,（2017秋港南区期末）在平行四边形ABCD中，点E、F在AC上，且角ABE等于角CDF，求证比CE等于AF．,0
817,直线AB垂直CD于点O，DH交EF于点G，若AB平行EF，角CDH等于135角，求角FGH的度数．,1
1274,角B等于角C等于角EDF，若三角形DEF与三角形BDF、三角形CED都相似，请写出你能够得到的结论，并请说明理由．,0
769,（2019春鹿城区校级期中）已知AB平行CD，角B等于60角，角FCG等于90角，CF平分角BCE，求角BCE的度数．,0
346,在直角三角形ABC中，角C等于90角，AC等于7，角A等于2角B，求AB，BC的长．,0
1253,如图所示，在直角三角形ABC中，角C等于90角，D是AC边上一点，AB等于5，AC等于4，若三角形ABC与三角形BDC相似，求CD的长．,0
939,（2019春天河区校级月考）四边形ABCD是正方形，M是BC边上的一点，E是CD边的中点，AE平分角DAM．（1）求证比AM等于AD相加MC；（2）若AD等于4，求AM的长．,0
1000,（1）正方形ABCD中，AI平分角BAC，交BD于I，求证比ID等于CD．（2）正方形ABCD中，E、F分别是BC和BA延长线上的点，AF等于CE，IF平分角BFE，求证比ID等于CD．,0
529,已知比在四边形ABCD中，对角线AC平分角BAD交BD于点O，且BO等于DO，OE垂直AB，OF垂直AD，垂足分别为E，F．（1）求证比三角形ABD是等腰三角形；（2）若BA等于BC，求证比四边形ABCD是平行四边形．,0
668,（2018春孝感期末）点E，F为ABCD的对角线BD上的两点，连接AE，CF，角AEB等于角CFD．求证比AE等于CF．,0
916,三角形ABC中，点O是AC上一动点，过点O作直线MN平行BC，设MN交角ACB的平分线于点E，交角ACH的平分线于点F．（1）证明比EO等于FO；（2）当点O运动到何处时，四边形AECF是矩形；（3）当O是AC上怎样的点，且AC与BC具有什么关系时，四边形AECF为正方形．,0
49,已知在平面直角坐标系中，B、C的坐标为（负10，0）、（负10，5），P、Q两点分别是x轴、y轴上的动点，且满足PQ等于OC，问P、Q点运动到何处时，三角形OBC才能和以P、Q、O为顶点的三角形全等．,0
1484,（2018秋双台子区期末）在三角形ABC中，角BAC等于90角，AD垂直BC于点D，BE交AD于点F，交AC于点E，若BE平分角ABC，试判断三角形AEF的形状，并说明理由．,0
620,（2019春西湖区校级月考）平行四边形ABCD中，AP，BP分别平分角DAB和角CBA，交于DC边上点P，AD等于5．（1）求线段AB的长．（2）若BP等于6；求三角形ABP的周长．,0
434,（2017秋桂平市期末）已知直线AB和CD相交于点O，OM平分角BOD，角DON与角DOM互余．（1）写出角DON的余角；（2）若角AOC等于50角，ON平分角AOD吗？请说明理由．,0
363,如图所示，在梯形ABCD中，AB平行CD，两对角线交于M，若AD等于BD，AC等于AB，角ADB等于90角，试说明比（1）角CAB等于30角；（2）BM等于BC．,0
1446,如图．长方形ABCD长为10厘米，宽为6厘米，M为BC的中点，三角形PMD面积为25平方厘米．那么三角形APD的面积为多少平方厘米？,0
622,（2019秋瑞安市月考）已知比在ABCD中，E，F为BC上的两点，且BE等于CF，AF等于DE（1）求证比三角形ABF全等三角形DCE；（2）若DE平分角ADC，求角ADE的度数．,0
591,在ABCD中，对角线AC、BD相交成的锐角为α，若AC等于a，BD等于b，试用含a，b，α的式子表示ABCD的面积．,0
390,（2019春历城区期末）在三角形ABC中，AB等于BC，角ABC等于110角，AB的垂直平分线DE交AC于点D，连接BD，求角DBA的度数．,1
1464,在矩形ABCD中，AB等于6厘米，BD等于10厘米（1）求AD的长度；（2）求A到BD的距离AG的长．,0
155,已知三角形ABC全等三角形DEF，AB与DE是对应边，角ACB与角F是对应角．（1）求证比角A等于角D．（2）求证比BE等于CF．,0
680,（2018春怀柔区期末）这是怀柔城区地图的一部分，其中的这段青春路和开放路互相平行吗？请你在地图上画出图形，验证你的结论，并说明理由．,0
905,矩形ABCD四个内角平分线组成四边形MFNE，求证比四边形MFNE是正方形．,0
236,已知三角形ABC全等三角形AED，角E等于角B，角C等于角ADE，若角BAD等于1除3角EAD等于30角，求角DAC的度数．,0
973,以三角形ABC的边AC、AB为一边，分别向三角形的外侧分别作正方形ACFG和正方形ABDE．连接DF，取DF中点M，请问点M是否在边BC的垂直平分线上．,0
226,如图所示，已知三角形ABE全等三角形ACD．（1）如果BE等于6，DE等于2，求BC的长；（2）如果角BAC等于75角，角BAD等于30角，求角DAE的度数．,0
748,已知AD平行BC，角1等于角2，说明BE平行DF的理由．,0
1480,已知比在矩形ABCD中，DF平分角ADC，交AC于E，交BC于F，角BDF等于15角，求比角ODC和角BOF的度数．,0
534,在三角形ABC中，D、E分别在AB、AC上，并且DE平行BC，BE和CD交于点F，过点C点引CG平行EB，交AF的延长线于G，连接BG．求证比（1）四边形BGCF为平行四边形．（2）直线AF平分BC．,0
657,（2018秋顺义区期末）在平行四边形ABCD中，AB等于4，BC等于3，过点B作BE垂直CD于E，连接AE，角AEB等于60角，F为AE上一点，且角BFE等于角C．（1）求证比三角形ABF相似三角形EAD；（2）求AE的长；（3）求BF的长．,0
503,直线AB，CD相交于点O，OE是角BOD的平分线．角AOC等于角COB减40角，求角AOE的度数．,0
1453,点E是矩形ABCD边延长线上一点，且AB等于6，BC等于10，CE等于8，过点A作DE的平行线交BC于点F．（1）求线段DE的长；（2）求证比四边形AFED是菱形．,0
371,矩形ABCD中，E是AD上一点，BC等于BE等于2CD，求角DCE的度数．,0
297,在三角形ABC中，角BAC等于120角，AB等于AC，BC等于12，AC的垂直平分线EF交AC于点E，交BC于点F，连接AF．（1）求证比AB垂直AF；（2）求AF的长度．,1
55,已知AE等于CF，AD等于BC，DF等于BE．（1）问比三角形ADF与三角形CBE全等吗？请说明理由．（2）如果将三角形BEC沿CA方向平行移动，可有下面3幅图，如果上面的条件不变，结论仍然成立吗？请选择其中一幅图说明．,0
1255,如果把两条直角边分别为30厘米，40厘米的直角三角形按相似比3比5进行缩小，得到的直角三角形的两条直角边的长和面积各是多少？,0
1010,如图所示，正方形ABCD的面积为6，AE等于2ED且EF等于3FC，求三角形ABF的面积？,0
205,三角形ABC全等三角形EFD，角A与角E是对应角．（1）填空比那么，角BCA与角FDE是对应角，AC与ED是对应边；（2）若角A等于45角，角B等于42角，AD等于3厘米，求角EDF的度数和EC的长．,0
480,下面各图中的直线都相交于一点，请观察图并填写下表．若n（n为大于1的整数）条直线相交于一点．则共有多少对对顶角？共有多少对邻补角？,0
306,如图．在三角形ABC中，角ACB等于90角．CD是AB边上的高．角A等于30角．想一想比BD与AB有怎样的数量关系．,0
356,在三角形ABC中，角ACB等于90角，角A等于15角，AB等于8厘米，CD为AB的中线，求三角形ABC的面积．,0
379,等腰直角三角形ABC斜边AB为22，过点C作直线l平行AB，点D在直线l上，且AD等于AB，求CD的长．,0
1069,点A是一个半径为300米的圆形公园的中心，在公园附近有B，C两村庄，AC的距离为700米，现要在B，C两村庄之间修一笔直公路将两村连通，现测得角C等于30角，问此公路是否会穿过该公园？请通过计算进行说明．,0
394,（2018秋朝阳区期末）在三角形ABC中，AB等于AC，D是三角形内一点，连接AD，BD，CD，角BDC等于90角，角DBC等于45角．（1）求证比角BAD等于角CAD；（2）求角ADB的度数．,0
926,在矩形ABCD中，AE、BE、CG、DG分别是各内角的平分线，E、F、G、H分别为它们的交点．求证比四边形EFGH是正方形．,0
992,正方形ABCD中，点E在CD上（与点C、D不重合），连接AE，作BF平行AE，交直线CD于点F，过点F作FG垂直BD于点G，连接AG、EG．（1）猜想三角形AGE的形状，并证明；（2）若点E在DC的延长线上，且角AGF等于120角，AD等于2，请在备用图中画出图形，并求DG的长度．,0
606,在四边形ABCD中，AD平行BC，且AD等于15厘米，BC等于10厘米，点P、Q分别从A、C同时出发，点P以2厘米除s的速度从A向D运动，点Q从点C以4厘米除s的速度向B运动，设运动时间为t（s），且当其中一点到达终点时，另一点也随之停止．（1）当t为何值时，PQ平行CD？（2）当t为何值时，四边形ABQP是平行四边形？,0
1004,已知比正方形ABCD中，M、N分别是BC、AP的中点，问三角形PQM的形状并说明理由．,0
1234,已知D、E分别在三角形ABC的边AB、AC上，D为AB的中点，AE比EC等于2比1，三角形ADE相似三角形ACB，且角ADE等于角C，求DE除BC的值．,0
1179,已知三角形ABC相似三角形A1B1C1，且AB比BC比AC等于4比6比9，三角形A1B1C1的最短边长为12．求它另外两边的长．,0
181,三角形ABC全等三角形DEC，CA和CD，CB和CE是对应边，角ACD和角BCE相等吗？为什么？,0
287,如图比三角形ABF全等三角形DCE，写出相等的线段．,0
1353,三角形ABC中，D、E分别是AB，AC边上的中点，连接DE并延长使EF等于DE，连接DC、CF、AF（1）四边形ADCF时怎样的四边形？证明你的结论；（2）当三角形ABC满足什么条件时，四边形ADCF是矩形？,0
1389,（2019春平谷区期末）矩形ABCD中，对角线AC，BD交于点O，角BAC等于60角，过O点作OM垂直AD于M点，求证比OM等于1除2OB．,0
1078,（2019春莱州市期末）在边长为4的正方形ABCD中，动点E以每秒1个单位长度的速度从点A开始沿边AB向点B运动，动点F以每秒2个单位长度的速度从点B开始沿边BC向点C运动，动点E比动点F先出发1秒，其中一个动点到达终点时，另一个动点也随之停止运动设点F的运动时间为t秒．（1）如图1，连接DE，AF．若DE垂直AF，求t的值；（2）如图2，连结EF，DF．当t为何值时，三角形EBF相似三角形DCF？,0
357,三角形ABC中，AB等于AC等于2，角B等于15角，求等腰三角形ABC腰上高的值．,0
927,已知四边形ABCD、A1B1C1D1都是正方形，A2、B2、C2、D2分别是AA1、BB1、CC1、DD1的中点．求证比四边形A2B2C2D2是正方形．,0
1193,要做两个形状相同的三角形框架，其中一个的三边长分别为3厘米、4厘米、5厘米，另一个三角形的一边长为6厘米，求它的另两条边长x和y．,0
477,直线AB与CD相交于点O，若角AOD等于70角，角BOE减角BOC等于50角，求角DOE的度数．,0
1131,如图所示，AB垂直BD，CD垂直BD，AB等于6，CD等于4，BD等于k，点P在BD上移动，保持角APC等于90角，但不与点B和点D重合．（1）当k等于14时，请问在BD上存在多少个P点，使以P，C，D为顶点的三角形与三角形ABP相似？并求BP的长．（2）已知在BD上至少存在一个P点，使以P，C，D为顶点的三角形与三角形ABP相似，求k的取值范围．,0
1100,在边长为1的正方形网格中有A、B、C、D、E五个点，问比三角形ABC与三角形ADE是否相似？为什么？,0
570,分别以三角形ABC的三边向外作等边三角形比三角形ABD，三角形BCE，三角形ACF，连接DE，EF．（1）求证比四边形ADEF是平行四边形；（2）对于任意的三角形ABC，ADEF是否始终存在？,0
1463,在矩形ABCD中，以点B为圆心，BC长为半径画弧，交AD边于点E，连接BE，过C点作CF垂直BE，垂足为F（1）猜想线段BF与图中现有的哪一条线段相等，并加以证明．（2）求证比FE等于ED．,0
1254,三角形ABC相似三角形A′B′C′，AD、A′D′分别是它们的中线，求证比AD比A′D′等于AB比A′B′．,0
283,已知三角形ABC全等DCB．（1）分别写出对应角和对应边；（2）请说明角1等于角2的理由．,0
78,在三角形ADE中，角CAE等于角BAD，AC等于AE．（1）若添加条件比AB等于AD，可用“SAS”推得三角形ABC全等三角形ADE；（2）若添加条件比角C等于角E，可用“ASA”推得三角形ABC全等三角形ADE．,0
156,三角形AOC全等三角形BOD，角C与角D是对应角，AC与BD是对应边，AC等于8厘米，AD等于10厘米，OD等于OC等于2厘米，求OB的长．,0
1135,在三角形ABC中，AD、BE分别是BC、AC上的高．（1）求证比CDBC等于CEAC；（2）连接DE，那么三角形CDE与三角形CAB相似吗？为什么？,0
152,已知三角形ABC全等三角形DEC，求证比BD减AE等于2EC．,0
1186,在三角形ABC中，AB等于6，AC等于8，点D、E分别是AB、AC边上的点，且AD等于2，连接DE，若三角形ADE与三角形ABC相似，求AE的长．,0
865,AB平行CD，试找出角B、角C、角BEC三者之间的数量关系．,0
1447,BD为矩形ABCD的一条对角线，延长BC至E，使CE等于BD，连接AE．若AB等于1，角AEB等于15角，求BD的长度．,0
387,在三角形ABC中，角ACB等于90角，角A等于30角，CD垂直AB．（1）若BD等于8，求AB的长；（2）若AB等于8．求BD的长．,0
1128,根据下列条件，判断三角形ABC与三角形A′B′C′是否相似，并说明理由比AB等于10厘米，BC等于12厘米，AC等于15厘米，A′B′等于150厘米，B′C′等于180厘米，A′C′等于225厘米．,0
524,（2018春大竹县期末）在三角形ABC中，AM是中线，D是AM所在直线上的一个动点（不与点A重合），DE平行AB交AC所在直线于点F，CE平行AM，连接BD，AE．（1）如图1，当点D与点M重合时，观察发现比三角形ABM向右平移1除2BC到了三角形EDC的位置，此时四边形ABDE是平行四边形．请你给予验证；（2）如图2，图3，图4，是当点D不与点M重合时的三种情况，你认为三角形ABM应该平移到什么位置？直接在图中画出来．此时四边形ABDE还是平行四边形吗？请你选择其中一种情况说明理由．,0
